Raid,Server,Player ID,Player Name,Union ID,Union Name,Team Lv,Total Damage,Hit Count,Kill Hit Count
40,JP,15278545,あおぴか,124834,SPLINTER,1066,411843904716,3,0
40,JP,10378942,MOF,12089,スレギルド極,1089,402808654830,3,0
40,JP,4226831,面粉,52010,伊蕾娜的茶会,1077,397203412035,3,0
40,JP,24476553,お嬢,6793,OMEN,1083,376733011274,3,1
40,JP,3824310,TESUYA,19608,ねこ同盟,1072,366127469445,3,0
40,JP,182288,シュウ,64990,72NDS,1069,362522120505,3,0
40,JP,317547,HANI,368,ハッピー星,1074,360439338174,3,0
40,JP,545457,ソロモンのぽい,120,吉伊卡哇,1077,358674917466,3,1
40,JP,72369949,NEP,3312,米裕超市,1089,356643242442,3,1
40,JP,414052,MALCOLM,3489,尻の女神,1062,354739256300,3,0
40,JP,1297595,あふ,41473,らびりんす,1082,350729460333,3,1
40,JP,439842,HENSCHEL,92246,カフェ準備中,1055,346400712448,3,0
40,JP,73561535,HMN,19608,ねこ同盟,1055,345055139601,3,0
40,JP,14944802,一青,30167,テクニカルなニケ,1087,344755952137,3,0
40,JP,5613939,千止手,120,吉伊卡哇,1061,343817398970,3,1
40,JP,560065,YURINAS,6793,OMEN,1044,343026347938,3,0
40,JP,19620022,杏仁アイス,6793,OMEN,1070,339579933031,3,1
40,JP,8252517,トンプソン,6793,OMEN,1069,338450842056,3,1
40,JP,72684608,自認フシギダネ,6208,ペンタゴン,1001,336737449680,3,0
40,JP,371771,春舒爱,120,吉伊卡哇,1032,335080181452,3,0
40,JP,18943332,しろくま,6793,OMEN,1086,333833367907,3,0
40,JP,33723119,いぬたそ,124834,SPLINTER,1065,331076168971,3,2
40,JP,24424161,KURU,6793,OMEN,1066,330414666772,3,0
40,JP,74001277,すばしっこい幽霊,13437,D1VISION,1065,329754954361,3,0
40,JP,73566050,りりはる,12089,スレギルド極,1074,322946936296,3,0
40,JP,5844,ちさみん,6793,OMEN,1064,322871719541,3,1
40,JP,19026336,リク,6793,OMEN,1085,322171553378,3,0
40,JP,33334,MIDDAY,1881,저능아,1052,315401106181,3,1
40,JP,528278,ちゃちゃのま,6793,OMEN,1061,314387283042,3,0
40,JP,24646709,尻で魅せる銃女,15618,エーデルリッター,1002,313245482787,3,0
40,JP,376623,CHIMURA,3846,ATOMIC,1073,311589749583,3,0
40,JP,57157319,リン,6793,OMEN,1076,309200464602,3,1
40,JP,75589315,おく,6208,ペンタゴン,1033,308329105080,3,0
40,JP,38439,NANANAGA,124834,SPLINTER,1038,301751127197,3,0
40,JP,18924,朱雀,6378,ふともも大好き,1051,301309970714,3,0
40,JP,3138190,あつ,21704,てんきあめ,982,300313166575,3,0
40,JP,391225,もじぇ,20409,沈黙の魔女,1041,297132217686,3,1
40,JP,22800987,NA,6793,OMEN,1001,296942482865,3,1
40,JP,4925323,伟大莫莫神的信徒,120,吉伊卡哇,1089,296351157875,3,1
40,JP,71806039,シャル,2418,カナード,1041,296336906240,3,0
40,JP,3905257,AZURE,122748,REBELLI0,986,293674223553,3,0
40,JP,2019005,れい,64990,72NDS,964,293340505441,3,0
40,JP,12532753,ゼロ,30167,テクニカルなニケ,1028,292738518359,3,0
40,JP,37796343,WARO,6793,OMEN,1031,289364731873,3,0
40,JP,25927797,三月兎,13437,D1VISION,1079,286338766084,3,0
40,JP,5569160,クーネ,6378,ふともも大好き,1021,284813112539,3,0
40,JP,23729991,FAKER,13437,D1VISION,1058,284258031547,3,1
40,JP,25779598,NK,64990,72NDS,990,284133764917,3,0
40,JP,79417962,DOROTHY,120,吉伊卡哇,1049,282824503226,3,0
40,JP,1537168,令月,120,吉伊卡哇,981,282792687699,3,1
40,JP,2586764,らいあん,6793,OMEN,1081,282500363933,3,1
40,JP,4484907,不霁江雨,32228,赤色狂潮,1021,281497509946,3,0
40,JP,23488150,キミア,6793,OMEN,1069,281144945043,3,1
40,JP,76140913,ひろちゃ,122748,REBELLI0,1021,278089402979,3,0
40,JP,75923575,SYANO,6208,ペンタゴン,983,278072794941,3,1
40,JP,5032752,どう見ても無課金,30167,テクニカルなニケ,981,278070766090,3,1
40,JP,72352731,KEI,6208,ペンタゴン,968,276653121079,3,1
40,JP,2394097,月光蝶,120,吉伊卡哇,1040,274670786344,3,0
40,JP,3786763,沙門,16908,スクエアガーデン,1083,272330630493,3,0
40,JP,73034101,AYAL,15618,エーデルリッター,921,267117890626,3,2
40,JP,473812,TKG,67718,静かなお茶会,1001,264387520196,3,0
40,JP,12807,BB,120,吉伊卡哇,973,264194401345,3,0
40,JP,216011,随便玩玩别较真,120,吉伊卡哇,946,263360285138,3,0
40,JP,22042047,KINGROAD,44519,ふぉるとぅな,1004,262255776091,3,1
40,JP,3627706,めのう,64990,72NDS,943,260193785193,3,1
40,JP,15153,ラヂ,64990,72NDS,951,258072997434,3,1
40,JP,71884552,アナ5,13437,D1VISION,1074,257029451477,3,0
40,JP,69277332,尸山血河,30167,テクニカルなニケ,941,256646116685,3,0
40,JP,31788328,アレックス純白,1273,星の尻,1021,254764954870,3,0
40,JP,5672054,RANDOM,124834,SPLINTER,946,253679226768,3,1
40,JP,5230106,がぶちゃん,62458,ASTORIA,947,252235239044,3,0
40,JP,71566460,まいてつ,77099,完璧ソリンちゃん,954,251481144037,3,0
40,JP,3519,お松の方,83003,OVERCOME,925,249757794471,3,0
40,JP,3395890,山田,13437,D1VISION,981,249382066049,3,0
40,JP,5718921,RION,71430,3回殴るにおん,1069,246068132300,3,3
40,JP,3585850,赤いのメタリカ,6378,ふともも大好き,968,245834967192,3,1
40,JP,5164229,NOWELL,30167,テクニカルなニケ,923,244698977819,3,0
40,JP,1147178,若夏,5974,让我康康你的屁股,925,244666172645,3,0
40,JP,72596128,スコットルン,77203,進撃の楽園,961,242666687559,3,0
40,JP,471762,パトさん,6378,ふともも大好き,1012,242030868762,3,1
40,JP,73176400,じょにー,13437,D1VISION,1062,241657116392,3,0
40,JP,84141652,さすけ,62458,ASTORIA,1027,240689306492,3,1
40,JP,72670922,BRAN,26105,東部前哨基地,902,239968841996,3,0
40,JP,2675325,KEN,6793,OMEN,1031,238759028944,3,0
40,JP,6447215,あしゅしゅ,41473,らびりんす,1023,238123776809,3,1
40,JP,1764121,人世乃華,6208,ペンタゴン,947,235494194119,3,0
40,JP,3797283,滁木鸟,120,吉伊卡哇,932,235443752627,3,0
40,JP,22691974,SAN,64990,72NDS,964,235376914610,3,0
40,JP,73158723,TAVASA,64990,72NDS,961,235373221157,3,0
40,JP,43954,NEUVIEME,19608,ねこ同盟,1045,234476690837,3,1
40,JP,19621293,HOIGOR,3489,尻の女神,931,234418919720,3,0
40,JP,171691,ARTONE,1267,PAMARO,976,231221961378,3,1
40,JP,622021,ねすとちゃん,13437,D1VISION,982,230190852708,3,0
40,JP,1903755,KEIN,6793,OMEN,971,229502008443,3,1
40,JP,120750,홍북이,14503,SUMATA,929,225981867539,3,0
40,JP,95495,まぬるねこ,19608,ねこ同盟,947,225224317475,3,2
40,JP,41331921,でん,162358,FLAFURI,921,225213023308,3,1
40,JP,24139,カラス,30167,テクニカルなニケ,929,224816267071,3,1
40,JP,21367567,朱煉,30167,テクニカルなニケ,961,223822235105,3,2
40,JP,19715033,キュドン,83003,OVERCOME,917,223709044731,3,0
40,JP,79790801,ジョーカー,122748,REBELLI0,935,223487192037,3,0
40,JP,68014858,ねむけ,30167,テクニカルなニケ,941,223453903809,3,0
40,JP,1749552,妖怪王子,120,吉伊卡哇,1051,222718267735,3,0
40,JP,129117,だー,13437,D1VISION,915,222462165917,3,1
40,JP,73961099,ポメ,30167,テクニカルなニケ,961,222409650139,3,0
40,JP,2651777,クライ,26105,東部前哨基地,932,221894731445,3,0
40,JP,71778773,72卍SHIN,64990,72NDS,961,221487883619,3,1
40,JP,71514677,めろろ,6208,ペンタゴン,991,221366209167,3,0
40,JP,6132597,ヤヒロン,74219,イシノデハイリ,882,221188795902,3,0
40,JP,12709640,PEI,13437,D1VISION,917,221175015937,3,1
40,JP,280044,レオン,1624,ギンガ団,968,221085714102,3,1
40,JP,467521,HIMEKEY,52010,伊蕾娜的茶会,913,220430636941,3,0
40,JP,1729489,ひむろ,90607,フォルテシモ,895,219032058257,3,0
