Raid,Server,Player ID,Player Name,Union ID,Union Name,Team Lv,Total Damage,Hit Count,Kill Hit Count
40,KR,319843,슈이페,5690,니삭스,1086,405765731513,3,1
40,KR,9751219,크로빗,5690,니삭스,1042,377811308484,3,0
40,KR,1477884,금소묘,6343,릴리스,1089,377678659741,3,0
40,KR,1747777,외천루,1318,오리둥절,1077,372951653465,3,1
40,KR,7224325,찍먹,104,FIN,1072,361916360703,3,0
40,KR,11064350,백선화,933,별이,1046,352101596634,3,1
40,KR,17343,악마,5690,니삭스,1041,346035853326,3,0
40,KR,8474642,테러,6343,릴리스,1066,343061097340,3,0
40,KR,7142458,지니,22501,커D단,1042,341982776339,3,0
40,KR,8318904,이주인,891,나빈단,1021,340552037167,3,0
40,KR,106190,빵디,5690,니삭스,1031,337490910957,3,0
40,KR,35216,마노자,933,별이,1066,335673442804,3,0
40,KR,1528327,딥퍼플,6343,릴리스,1076,333935384198,3,0
40,KR,7241310,모래마녀,5690,니삭스,1063,319464840994,3,1
40,KR,7068967,나빈이양,891,나빈단,1021,316353846588,3,0
40,KR,1567069,크리스,5690,니삭스,1024,314749497102,3,1
40,KR,205019,雷克思,3646,皇家霍洛威学院,1021,304749333508,3,0
40,KR,7464321,이리,8254,오나홀,1001,304620541486,3,0
40,KR,7557621,미카사,933,별이,1077,298645213875,3,0
40,KR,6083959,蘭斯洛特,3646,皇家霍洛威学院,1015,293833308846,3,0
40,KR,18807,클로버,933,별이,1065,291116551686,3,0
40,KR,9289636,서방가,6206,PROJECT,1051,289697932705,3,0
40,KR,729183,참참,933,별이,943,278058580060,3,1
40,KR,9372513,코록,4262,몰루,1026,276162153932,3,2
40,KR,1163113,레밀00,6343,릴리스,1001,275500368696,3,1
40,KR,422847,리건,2348,777C,961,273015312387,3,1
40,KR,8310708,바다,2348,777C,961,271810057703,3,1
40,KR,80065,모더니아,5690,니삭스,961,267811598139,3,0
40,KR,7687341,KI,933,별이,984,262936374780,3,0
40,KR,122292,七月流火,8477,猫爬架,982,260102573055,3,0
40,KR,315057,리준,22501,커D단,1021,251617435084,3,1
40,KR,30196,달샤비,235,김나성,1001,246222625942,3,0
40,KR,942677,해달,933,별이,956,245472450754,3,1
40,KR,7627488,JO,16515,HERETICS,902,240884607695,3,0
40,KR,9776335,타라,104,FIN,964,239821277492,3,1
40,KR,8995271,제피르,1916,스페란도TV,913,237368186617,3,1
40,KR,9001463,별빛소망,12098,도로시,1021,236451925346,3,1
40,KR,11355927,REINHARD,1318,오리둥절,921,235593794045,3,1
40,KR,10940,연홍,4262,몰루,944,232942068488,3,0
40,KR,2917728,헤실헤실,238,캬루단,943,230953988772,3,0
40,KR,525793,뺑코,102,흑우단,905,230590755827,3,1
40,KR,885334,에일런,8254,오나홀,941,228460312637,3,0
40,KR,256147,앱솔루나,5690,니삭스,922,227503687501,3,1
40,KR,7142548,아르카나,16515,HERETICS,931,227242813362,3,1
40,KR,2361338,부니벨제,6343,릴리스,894,224523709992,3,1
40,KR,4760841,오꽥꾸,1318,오리둥절,921,224034891216,3,2
40,KR,8721393,뚜루뚜기,933,별이,956,221572826837,3,1
40,KR,2232988,카즈마,2348,777C,890,221141976609,3,1
