[Buff] Applied Skill 1: マターガンマ (状態付与) (atk_buff_rate: 0.5808) to マナ
[Buff] Applied バースト: マターシグマ (状態付与) (dummy_buff: 0.704) to マナ
[Shoot] 時間:  0.22s | 弾数: 59/60  | Pellets: 1 | Dmg:     9,131 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.30s | 弾数: 58/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.38s | 弾数: 57/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.47s | 弾数: 56/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.55s | 弾数: 55/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.63s | 弾数: 54/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.72s | 弾数: 53/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.80s | 弾数: 52/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.88s | 弾数: 51/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  0.97s | 弾数: 50/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Heal] マナ received heal (Val: 11908 -> Actual: 0) (Src: Skill 1: マターガンマ (回復), HP: 583734/583734)
[Shoot] 時間:  1.05s | 弾数: 49/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.13s | 弾数: 48/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.22s | 弾数: 47/60  | Pellets: 1 | Dmg:     9,131 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.30s | 弾数: 46/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.38s | 弾数: 45/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.47s | 弾数: 44/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.55s | 弾数: 43/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.63s | 弾数: 42/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70
[Shoot] 時間:  1.72s | 弾数: 41/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  1.80s | 弾数: 40/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Heal] マナ received heal (Val: 11908 -> Actual: 0) (Src: Skill 1: マターガンマ (回復), HP: 583734/583734)
[Shoot] 時間:  1.88s | 弾数: 39/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  1.97s | 弾数: 38/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.05s | 弾数: 37/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.13s | 弾数: 36/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.22s | 弾数: 35/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.30s | 弾数: 34/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.38s | 弾数: 33/60  | Pellets: 1 | Dmg:     9,131 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.47s | 弾数: 32/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.55s | 弾数: 31/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.63s | 弾数: 30/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Heal] マナ received heal (Val: 11908 -> Actual: 0) (Src: Skill 1: マターガンマ (回復), HP: 583734/583734)
[Shoot] 時間:  2.72s | 弾数: 29/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.80s | 弾数: 28/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.88s | 弾数: 27/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  2.97s | 弾数: 26/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.05s | 弾数: 25/60  | Pellets: 1 | Dmg:    15,219 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.13s | 弾数: 24/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.22s | 弾数: 23/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.30s | 弾数: 22/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.38s | 弾数: 21/60  | Pellets: 1 | Dmg:     6,088 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.47s | 弾数: 20/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Heal] マナ received heal (Val: 11908 -> Actual: 0) (Src: Skill 1: マターガンマ (回復), HP: 583734/583734)
[Shoot] 時間:  3.55s | 弾数: 19/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.63s | 弾数: 18/60  | Pellets: 1 | Dmg:    12,175 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
[Shoot] 時間:  3.72s | 弾数: 17/60  | Pellets: 1 | Dmg:     9,131 | Buffs: atk_buff_rate:0.58 | dummy_buff:0.70 | hit_rate_buff:0.05
